ID,Text,email,address,firstname,lastname,keywords,journal,jabbrv,day,month,year,abstract,doi,pmid,Label,Pre-Loaded,Profile,Timestamp,Verified,Verified By,Verified Timestamp
4599,An emerging allergen: <i>Cannabis sativa</i> allergy in a climate of recent legalization.,,,,,Allergy; Cannabis sativa; Marijuana,"Allergy, asthma, and clinical immunology : official journal of the Canadian Society of Allergy and Clinical Immunology",Allergy Asthma Clin Immunol,28,09,2020,"Considering its recent legalization in Canada, the health implications of <i>Cannabis sativa</i> exposure, including allergy, are coming to the forefront of medical study and interest. <i>C. sativa</i> allergy is an issue that affects recreational users of the substance, processors, agricultural workers, and contacts of <i>Cannabis</i> aeroallergens and secondhand product. Allergies to <i>C. sativa</i> are heterogenous and span the spectrum of hypersensitivity, from dermatitis to rhinoconjunctivitis to life-threatening anaphylaxis. Due to its recent legalization, sensitized individuals will have increasing exposure from direct contact to agricultural pollens. Diagnosis and treatment of <i>Cannabis</i> allergy are developing fields that are already showing promise in the identification of culprit antigens and the potential for immunotherapy; however, much responsibility still falls on clinical diagnosis and symptom management. Hopefully, given the current explosion of interest in and use of <i>Cannabis</i>, <i>C. sativa</i> allergy will continue to garner awareness and therapeutic strategies.",10.1186/s13223-020-00447-9,32834822,Not Neotoma,No,SimonGoring,2023-05-11 23:19:44.983738-04:00,No,,
4600,Are your hands clean? Pollen retention on the human hand after washing.,,,,,Forensic palynology; Hand washing; Human skin; Pollen; Taphonomy; WHO hand hygiene technique,Review of palaeobotany and palynology,Rev Palaeobot Palynol,29,08,2020,"Pollen retention on clothes, footwear, hair and body has been used to link people to localities with distinctive vegetation, or soils containing distinctive palynomorphs. Little attention has been given to human skin as a possible medium for carrying a forensically important pollen load and whether this might survive attempts to remove it. We report here the results of experiments testing the retention of pollen of 10 flowering plant species on the human skin through repeated cycles of washing and drying hands, using the WHO protocol to standardize hand-washing and drying. Between 0.36% and 2.74% (mean 0.93%) of the initial pollen load was retained through a single hand-wash. Trace amounts of some species survived multiple hand-wash cycles. It is concluded that forensic analyses can be made of the pollen load of those parts of the skin that may have been in contact with palynologically distinctive vegetation, even in cases where the person involved has washed, or been washed. These observations may also be of relevance in cases where human skin became contaminated with other microscopic particulates.",10.1016/j.revpalbo.2020.104278,32834132,Not Neotoma,No,SimonGoring,2023-05-11 23:04:17.765357-04:00,No,,
4614,Extreme mobility of the world's largest flying mammals creates key challenges for management and conservation.,,,,,"Bats; Ecosystem services; Human-wildlife conflict; Movement ecology; Nomadic; Zoonosis; Animals; Australia; Body Size; Chiroptera; Conservation of Natural Resources; Flight, Animal; Movement; Remote Sensing Technology",BMC biology,BMC Biol,07,04,2021,"""Effective conservation management of highly mobile species depends upon detailed knowledge of movements of individuals across their range; yet, data are rarely available at appropriate spatiotemporal scales. Flying-foxes (Pteropus spp.) are large bats that forage by night on floral resources and rest by day in arboreal roosts that may contain colonies of many thousands of individuals. They are the largest mammals capable of powered flight, and are highly mobile, which makes them key seed and pollen dispersers in forest ecosystems. However, their mobility also facilitates transmission of zoonotic diseases and brings them in conflict with humans, and so they require a precarious balancing of conservation and management concerns throughout their Old World range. Here, we analyze the Australia-wide movements of 201 satellite-tracked individuals, providing unprecedented detail on the inter-roost movements of three flying-fox species: Pteropus alecto, P. poliocephalus, and P. scapulatus across jurisdictions over up to 5&#xa0;years. Individuals were estimated to travel long distances annually among a network of 755 roosts (P. alecto, 1427-1887&#x2009;km; P. poliocephalus, 2268-2564&#x2009;km; and P. scapulatus, 3782-6073&#x2009;km), but with little uniformity among their directions of travel. This indicates that flying-fox populations are composed of extremely mobile individuals that move nomadically and at species-specific rates. Individuals of all three species exhibited very low fidelity to roosts locally, resulting in very high estimated daily colony turnover rates (P. alecto, 11.9&#x2009;&#xb1;&#x2009;1.3%; P. poliocephalus, 17.5&#x2009;&#xb1;&#x2009;1.3%; and P. scapulatus, 36.4&#x2009;&#xb1;&#x2009;6.5%). This indicates that flying-fox roosts form nodes in a vast continental network of highly dynamic """"staging posts"""" through which extremely mobile individuals travel far and wide across their species ranges. The extreme inter-roost mobility reported here demonstrates the extent of the ecological linkages that nomadic flying-foxes provide across Australia's contemporary fragmented landscape, with profound implications for the ecosystem services and zoonotic dynamics of flying-fox populations. In addition, the extreme mobility means that impacts from local management actions can readily reverberate across jurisdictions throughout the species ranges; therefore, local management actions need to be assessed with reference to actions elsewhere and hence require national coordination. These findings underscore the need for sound understanding of animal movement dynamics to support evidence-based, transboundary conservation and management policy, tailored to the unique movement ecologies of species.""",10.1186/s12915-020-00829-w,32819385,Not Neotoma,No,SimonGoring,2023-05-12 14:48:32.562327-04:00,No,,
4621,Is short-term exposure to grass pollen adversely associated with lung function and airway inflammation in the community?,,,,,airway inflammation; environmental health; grass; lung function; pollen; Adult; Breath Tests; Cohort Studies; Cross-Sectional Studies; Humans; Inflammation; Lung; Nitric Oxide; Poaceae; Pollen,Allergy,Allergy,14,05,2021,"The association between grass pollen exposure and early markers of asthma exacerbations such as lung function changes and increase in airway inflammation is limited. We investigated the associations between short-term grass pollen exposure and lung function and airway inflammation in a community-based sample, and whether any such associations were modified by current asthma, current hay fever, pollen sensitization, age, and other environmental factors. Cross-sectional and short-term analyses of data from the Melbourne Atopy Cohort Study (MACS) participants (n&#xa0;=&#xa0;936). Lung function was assessed using spirometry. Airway inflammation was assessed by fractional exhaled nitric oxide (FeNO) and exhaled breath condensate pH and nitrogen oxides (NOx). Daily pollen counts were collected using a volumetric spore trap. The associations were examined by linear regression. Higher ambient levels of grass pollen 2&#xa0;days before (lag 2) were associated with lower mid-forced expiratory flow (FEF<sub>25%-75%</sub> ) and FEV<sub>1</sub> /FVC ratio (Coef. [95% CI]&#xa0;=&#xa0;-119 [-226, -11]&#xa0;mL/s and -1.0 [-3.0, -0.03] %, respectively) and also 3&#xa0;days before (lag 3). Increased levels of grass pollen a day before (lag 1) were associated with increased FeNO (4.35 [-0.1, 8.7] ppb) and also at lag 2. Adverse associations between pollen and multiple outcomes were greater in adults with current asthma, hay fever, and pollen sensitization. Grass pollen exposure was associated with eosinophilic airway inflammation 1-2&#xa0;days after exposure and airway obstruction 2-3&#xa0;days after exposure. Adults and individuals with asthma, hay fever, and pollen sensitization may be at higher risk.",10.1111/all.14566,32815173,Not Neotoma,No,SimonGoring,2023-05-11 23:14:12.049572-04:00,No,,
4641,Cryopreservation of Fern Spores and Pollen.,,,,,"Aesculus sp.; Corylus sp.; Cryopreservation; Desiccation-sensitive pollen; Desiccation-tolerant pollen; Drying; Fast cooling; Fern spores; Hedera helix; Ilex aquifolium; Magnolia quinquepeta; Pollen; Quercus sp.; Zea mays; Cell Culture Techniques; Cell Proliferation; Cells, Cultured; Cryopreservation; Cryoprotective Agents; Ferns; Pollen; Spores; Umbilical Veins","Methods in molecular biology (Clifton, N.J.)",Methods Mol Biol,12,03,2021,"Fern spores and pollen are haploid plant germplasm of microscopic nature that can be used to regenerate full plants through germination (fern spores) or to fertilize seed-bearing plants through breeding programs (pollen). Due to their short life span in conventional storage (i.e., dry at -20&#xa0;&#xb0;C), the use of cryopreservation has been indicated for long-term ex situ conservation. While fern spores of most species and pollen from many seeded plants tolerate desiccation and can be stored dry at liquid nitrogen temperatures, some pollen is desiccation sensitive, and cryopreservation protocols require controlled drying and cooling and some level of cryoprotection. In this chapter we describe the cryopreservation process for fern spores used in the Millennium Seed Bank of Royal Botanic Gardens, Kew, including some details of the fern spores harvest and cleaning methods. In addition, two protocols for pollen cryopreservation are described, one generic for desiccation-tolerant pollen that can be used for multiple species and one specific for a desiccation sensitive pollen (Zea mays).",10.1007/978-1-0716-0783-1_33,32797439,Not Neotoma,No,SimonGoring,2023-05-12 00:18:07.068715-04:00,No,,
4659,Description of the volatile fraction of Erica honey from the northwest of the Iberian Peninsula.,,,,,Erica; GC&#x2013;MS; Honey; Palynological analysis; SPME; VOCs; Animals; Bees; Ericaceae; Gas Chromatography-Mass Spectrometry; Honey; Pollen; Principal Component Analysis; Solid Phase Microextraction; Spain; Volatile Organic Compounds,Food chemistry,Food Chem,28,10,2020,"Heather honey is highly appreciated by consumers for its sensorial profile, which varies depending on the flora used by the honeybees. Volatile compounds contribute to these qualities. Characterisation of the volatile profile related to the botanical origin is of great interest for the standardization of unifloral honey. For this reason, 33 heather honey samples from northwest of the Iberian Peninsula were analysed by headspace solid-phase microextraction (HS-SPME) to identify the key volatile compounds in this type of honey. The aim of this research was to provide a descriptive analysis of these compounds, and to find whether there is any relationship with the main Erica species. A total of 58 volatile organic compounds were found, with hotrienol, phenylacetaldehyde, and cis-linalool being the most abundant. A principal component analysis and Spearman's rank correlation showed the homogeneity of the volatile profile in the samples, and their close relationship with the main pollen types.",10.1016/j.foodchem.2020.127758,32784062,Not Neotoma,No,SimonGoring,2023-05-11 23:08:12.613451-04:00,No,,
4675,Correction:&#xa0;Pollen morphology of Polish species from the genus Rubus L. (Rosaceae) and its systematic importance.,,,,,,PloS one,PLoS One,17,09,2020,[This corrects the article DOI: 10.1371/journal.pone.0221607.].,10.1371/journal.pone.0237625,32764822,Not Neotoma,No,SimonGoring,2023-05-11 23:10:50.267322-04:00,No,,
4689,"Clim ate change, airborne pollen, and pollution.",,,,,Air Pollution; Allergens; Humans; Pollen; Seasons,Allergy,Allergy,14,05,2021,,10.1111/all.14538,32745267,Not Neotoma,No,SimonGoring,2023-05-15 15:56:36.194990-04:00,No,,
4694,Comprehensive analysis of polygalacturonase gene family highlights candidate genes related to pollen development and male fertility in wheat (Triticum aestivum L.).,,,,,"Anther; Fertility conversion; Genome-wide; Male sterility; Pectin enzyme; Amino Acid Motifs; Amino Acid Sequence; Conserved Sequence; Evolution, Molecular; Fertility; Gene Duplication; Gene Expression Regulation, Plant; Gene Ontology; Molecular Sequence Annotation; Multigene Family; Organ Specificity; Phylogeny; Plant Proteins; Pollen; Polygalacturonase; Polyploidy; Regulatory Sequences, Nucleic Acid; Synteny; Triticum",Planta,Planta,29,01,2021,"Four polygalacturonase gene family members were highlighted that contribute to elucidate the roles of polygalacturonase during the fertility conversion process in male-sterile wheat. Polygalacturonase (PG) belongs to a large family of hydrolases with important functions in cell separation during plant growth and development via the degradation of pectin. Specific expressed PGs in anthers may be significant for male sterility research and hybrid wheat breeding, but they have not been characterized in wheat (Triticum aestivum L.). In this study, we systematically studied the PG gene family using the latest published wheat reference genomic information. In total, 113 wheat PG genes were identified, which could be classified into six categories A-F according to their structure characteristics and phylogenetic comparisons with Arabidopsis and rice. Polyploidy and segmental duplications in wheat were proved to be mainly responsible for the expansion of the wheat PG gene family. RNA-seq showed that TaPGs have specific temporal and spatial expression characteristics, in which 12 TaPGs with spike-specific expression patterns were detected by qRT-PCR in different fertility anthers of KTM3315A, a thermo-sensitive cytoplasmic male-sterile wheat. Four of them specific upregulated (TaPG09, TaPG95, and TaPG93) or downregulated (TaPG87) at trinucleate stage of fertile anthers, and further aligning with the homologous in Arabidopsis revealed that they may undertake functions such as anther dehiscence, separation of pollen, pollen development, and pollen tube elongation, thereby inducing male fertility conversion in KTM3315A. These findings facilitate function investigations of the wheat PG gene family and provide new insights into the fertility conversion mechanism in male-sterile wheat.",10.1007/s00425-020-03435-w,32740680,Not Neotoma,No,SimonGoring,2023-05-11 23:06:48.386089-04:00,No,,
4703,Sensitization to Gibberellin-Regulated Protein&#xa0;(Peamaclein) Among Italian Cypress&#xa0;Pollen-Sensitized Patients.,,,,,"Cypress pollen allergy; Food allergy; Peach; Peamaclein; Pollen-food syndrome; Allergens; Antigens, Plant; Cross Reactions; Cupressus; Food Hypersensitivity; Gibberellins; Humans; Immunoglobulin E; Plant Proteins; Pollen; Skin Tests",Journal of investigational allergology &amp; clinical immunology,J Investig Allergol Clin Immunol,23,02,2022,"Peach gibberellin-regulated protein (peamaclein) has recently emerged as a relevant food allergen in cypress pollen-hypersensitive patients. Objective: We investigated monosensitization to peamaclein among Italian cypress pollen-allergic patients. A total of 835 cypress pollen-hypersensitive patients from 28 Italian allergy centers underwent a thorough work-up to determine food-allergic reactions and performed skin prick testing with a commercial peach extract containing peamaclein. IgE to rPru&#xa0;p&#xa0;3 was measured in peach reactors, and those with negative results were enrolled as potentially monosensitized to peamaclein. IgE reactivity to rPru&#xa0;p&#xa0;7 was evaluated using immunoblot and an experimental ImmunoCAP with rPru&#xa0;p&#xa0;7. Skin prick tests were positive to peach in 163 patients (19.5%); however, 127 (77.9%) were excluded because they reacted to Pru&#xa0;p&#xa0;3. Twenty-four patients (14.7%) corresponding to 2.8% of the entire study population) were considered potentially monosensitized to peamaclein. No geographic preference was observed. Seventeen of the 24 patients (70.8%) had a history of food allergy, mainly to peach (n=15). Additional offending foods included other Rosaceae, citrus fruits, fig, melon, tree nuts, and kiwi. On peach immunoblot, only 3 of 18 putative peamaclein-allergic patients reacted to a band at about 7 kDa; an additional 4 patients reacted at about 50-60&#xa0;kDa. Ten of 18 patients (56%) had a positive result for Pru p 7 on ImmunoCAP. Allergy and sensitization to peamaclein seem rare in Italy. Most patients react to peach, although other Rosaceae fruits and several citrus fruits may also be offending foods. Peach and cypress pollen probably also share cross-reacting allergens other than peamaclein.",10.18176/jiaci.0542,32732184,Not Neotoma,No,SimonGoring,2023-05-11 23:03:23.711141-04:00,No,,
4712,Bee Pollen Role in Red Winemaking: Volatile Compounds and Sensory Characteristics of Tintilla de Rota Warm Climate Red Wines.,,,,,Tintilla de Rota; alcoholic fermentation; bee pollen; fermentative activator; red winemaking; red wines; sensory profile; volatile compounds; warm climate,"Foods (Basel, Switzerland)",Foods,28,09,2020,"One of the main aspects that define wine quality is its aromatic profile. Nutritional deficiencies in musts can lead to olfactory defects and a decline in quality. Commercial activators and nutrients are usually added to the must in these cases. The natural composition of bee pollen can provide all the necessary nutrients for yeasts. This investigation aims to analyze the impact of pollen addition on the profile of volatile and sensory compounds in Tintilla de Rota warm climate red wines. Volatile compounds were measured by Gas Chromatography-Mass Spectrometry, Odorant Activity Values analysis to find out each compound's fragrant participation, and sensorial analysis was conducted for a qualified panel of wine-tasters. As a result of the chromatographic analysis, 80 volatile compounds of different chemical families were identified and quantified. Bee pollen increased mainly isoamyl alcohol, esters, and terpenes compounds families in wines. Odorant Activity Values analysis showed an increase in fruity odorant series mainly, followed by floral, for all wines with pollen addition. The sensory analysis showed that low pollen doses (0.1 g/L and 0.25 g/L) increased tasting notes of fruit and floral attributes and fruit and floral odorant series as well, highlighting an increase in red and black fruit notes mainly. On the other hand, high doses deviated the sensory profile towards fleshy stone fruit, and raisin fruit, mostly. In addition, high bee pollen doses produce an increase in the odorant category responsible for the chemical, fatty, and grassy aromas mainly, and high and intermediate dose (1 g/L) an increase in the earthy notes in the aromas. Therefore, low bee pollen doses (0.1 and 0.25 g/L) can improve both the aromatic compound profile, as well as the Odorant Activity Values levels and the sensory profile in Tintilla de Rota red wines.",10.3390/foods9080981,32718060,Not Neotoma,No,SimonGoring,2023-05-11 23:23:04.959565-04:00,No,,
4720,Digital technologies for an improved management of respiratory allergic diseases: 10 years of clinical studies using an online platform for patients and physicians.,,,,,"Digital; E-diary; Mobile health; Pollen; Precision medicine; Digital Technology; Humans; Online Systems; Rhinitis, Allergic, Seasonal; Telemedicine",Italian journal of pediatrics,Ital J Pediatr,08,07,2021,"Digital health technologies carry the great potential of assisting physicians in making well-informed diagnostic and therapeutic decisions. In allergy care, electronic clinical diaries have been recently used to prospectively collect patient data and improve diagnostic precision. This review summarizes the clinical and scientific experience we gathered over 10&#x2009;years of using a digital platform for patients suffering from seasonal allergic rhinitis. The mobile application and back-office of AllergyMonitor (TPS software production, Rome, Italy) enable patients to record their daily allergy symptoms as well as drug and immunotherapy intake plus possible side effects in a customizable way. The results can be accessed by the patient and attending physician as concise reports via a smartphone or computer. This technology has been used in several clinical studies and routine practice since 2009. Our studies showed that A) the etiological diagnosis of SAR may be supported by matching prospectively registered symptoms with pollen counts; B) it is possible to perform a short-term prediction of SAR-symptoms at individual level; C) the adherence to daily symptom monitoring can remain high (&gt;&#x2009;80%) throughout several weeks when prescribed and thoroughly explained by the treating doctor; D) the use of mobile technology can improve adherence to symptomatic drugs as well as allergen-specific immunotherapy and E) the choice of the correct symptom-severity-score is critical at patient level, but not at group level. The studies and clinical practice based on the use of AllergyMonitor have proven the reliability and positive impact of a digital platform including an electronic diary (eDiary) on the diagnostic precision of SAR in poly-sensitized patients as well as patient adherence to both, drug therapy and allergen immunotherapy.",10.1186/s13052-020-00870-z,32711557,Not Neotoma,No,SimonGoring,2023-05-11 23:06:55.884435-04:00,No,,
4731,Diversification of crown group Araucaria: the role of Araucaria famii sp. nov. in the mid-Cretaceous (Campanian) radiation of Araucariaceae in the Northern Hemisphere.,,,,,Eutacta; embryo; permineralized; pollen tubes; seed cone; Araucaria; Araucariaceae; British Columbia; Fossils; Phylogeny,American journal of botany,Am J Bot,01,12,2020,"Exceptional anatomical preservation of a fossil araucarian seed cone from a marine carbonate concretion from Vancouver Island, British Columbia, Canada provides unusually complete evidence for cone structure including seeds, megagametophytes, microgametophytes, and embryos of an Upper Cretaceous (Campanian) species of Araucaria, providing important new insights into the structure and relationships of Cretaceous Northern Hemisphere Araucariaceae. The cone was studied from serial thin sections prepared by the coal ball peel technique. Phylogenetic analysis using a modified morphological matrix with both discrete and continuous characters was performed using TNT version 1.5. The nearly spherical cone, 6 &#xd7; 6 cm in diameter, has helically arranged cone-scale complexes, consisting of a large bract with an upturned tip and a small, fleshy ovuliferous scale. Vascularization of the cone-scale complex is single at its origin. Widely winged bracts, with a bulging base, contain numerous vascular bundles, interspersed with transfusion tissue, and a large number of resin canals. Seeds are ovoid, 1.2 cm long, 1.2 cm in diameter. Nucellus is free from the integument, except at its base, with a convoluted apex, containing possible pollen tubes. Megagametophytes and mature cellular embryos occur in several seeds. This small cone with attached, imbricate leaves, wide bracts, and unusually large seeds, most closely resembles those of Araucaria Section Eutacta. Width and continuity of secondary xylem in the cone axis, and intact cone-scale complexes indicate that this cone probably did not disarticulate readily at maturity. When added to a modified, previously published phylogenetic analysis, Araucaria famii sp. nov. enhances our understanding of the Cretaceous radiation of Northern Hemisphere Araucaria Section Eutacta.",10.1002/ajb2.1505,32705687,Not Neotoma,No,SimonGoring,2023-05-11 23:37:52.911477-04:00,No,,
4734,WGS-based characterization of the potentially beneficial Enterococcus faecium EFD from a beehive.,,,,,"Bacteriocins; Enterococcus faecium; Illumina HiSeq; Whole-genome sequencing; Animals; Bacterial Infections; Bacteriocins; Bees; Enterococcus faecium; Genes, Bacterial; Whole Genome Sequencing",Molecular biology reports,Mol Biol Rep,26,05,2021,"Nowadays, due to their potential application as probiotics for humans or animals, many beneficial lactic acid bacteria have been isolated from different natural environments. These include members of the genus Enterococcus - quite specific due to their ambiguous nature, varying from pathogens to probiotics. In our work we present a whole-genome sequencing (WGS)-based approach for assessing the potential of bacteriocin-producing Enterococcus isolates from beehives to serve as natural preserving agents against bacterial infections associated with honeybees.&#xa0;Potential Enterococcus spp. isolates from pollen granules were tested with the well diffusion assay for bacteriocin activity against Paenibacillus larvae, the causative agent of the American foulbrood disease (AFB). Two of them gave positive results and were determined at species level by 16S rRNA genes sequencing. They were then subjected to WGS using the Illumina HiSeq platform. The resulting raw data reads were processed and further analyzed by using only freely available web-based tools (the Shovill pipeline, QUAST, BAGEL4, ResFinder, VirulenceFinder and PlasmidFinder). The analysis revealed that both of them represent clonally identical isolates of the same strain. This specific strain was named Enterococcus faecium EFD, and was genotyped by the MLST-2.0 Server. Five bacteriocin genes were found in the assembled genome, providing a possible explanation for the antimicrobial properties of the isolate. The protein nature of the inhibitory agent/s was confirmed by treatment with proteinase K. No resistance determinants for clinically important antibiotics and functional virulence factor genes were detected.&#xa0;The bioinformatic analyses of the draft genome sequence suggest that E. faecium EFD is not pathogenic.The observation that E. faecium EFD was present within more than one of the beehives in the apiary proposes the idea that E. faecium EFD is there as a part of the normal beehive microbiota. This finding, in combination with its antibacterial activity against P. larvae, highlights this novel isolate as a potential natural preserving agent against AFB. Furthermore, the WGS-based approach reported here proved to be very cost- and time- efficient, for screening the applicability of new pro- and prebiotic Enterococcus strains as beehive protection agents.",10.1007/s11033-020-05663-5,32696346,Not Neotoma,No,SimonGoring,2023-05-11 23:05:12.051634-04:00,No,,
4735,"Summer storms and their effects on the spectrum and quantity of airborne bioparticles in Bratislava, Central Europe.",,,,,"Air pollutants; Fungal spores; Pollen grains; Thunderstorms; Weather parameters; Air Microbiology; Air Pollutants; Allergens; Environmental Monitoring; Europe; Humans; Seasons; Spores, Fungal",Environmental monitoring and assessment,Environ Monit Assess,23,07,2020,"A thunderstorm is a risk factor for severe respiratory allergy or asthma attacks in patients suffering from pollen/spore allergy. This study aimed to investigate the changes in the spectrum and quantity of pollen and fungal spores in the air of Bratislava during summer storms as well as the impact of selected environmental parameters on these changes. Pollen/spore samples were collected using a Burkard volumetric aerospore trap during summer 2016. To identify those types of pollen/spores that may harm human health during the storm episodes, we analysed how the concentration of individual bioparticles in the air changed during pre-storm/storm/post-storm periods. The effect of environmental variables on the concentration of selected pollen/spore types was evaluated through Spearman's correlation analysis. The results of our study suggest that thunderstorm-related respiratory allergy symptoms in the study area may be caused by (1) spores of Myxomycetes, the airborne concentration of which increases due to an increase in wind speed during the pre-storm period; (2) ruptured pollen and Diatripaceae spores, the concentration of which increases due to increase in precipitation and relative air humidity, respectively, during the storm period; and (3) spores of Fusarium and Leptosphaeria, the concentration of which increases due to increase in precipitation and air temperature, respectively, during the post-storm period.",10.1007/s10661-020-08497-7,32696086,Not Neotoma,No,SimonGoring,2023-05-11 23:18:38.559278-04:00,No,,
4746,Yeast-based reporter assay system for identifying the requirements of intramembrane proteolysis by signal peptide peptidase of Arabidopsis thaliana.,,,,,endoplasmic reticulum; helix breaker; intramembrane cleavage; signal peptide peptidase; yeast-based reporter assay; Arabidopsis; Aspartic Acid Endopeptidases; Proteolysis; Saccharomyces cerevisiae,FEBS open bio,FEBS Open Bio,04,11,2021,"Signal peptide peptidase (SPP) is an aspartic protease with two active sites, YD and GXGD, in the transmembrane domain. SPP cleaves signal peptides, and the released fragments play key roles in the immune system, embryo development and protein turnover in cells. Despite SPP having an important function, a general system to identify the requirements of intramembrane proteolysis by SPP has not been developed because proteolysis occurs in the membrane. In this study, we first established a reporter assay system in yeast to verify the cleavage activity of the Arabidopsis thaliana SPP (AtSPP). Next, we screened candidate substrates of AtSPP from A. thaliana pollen and roots. In the pollen, 13 signal peptides with 'pollen' and 'cell wall' as gene ontology terms were selected. In the roots, mutants overexpressing AtSPP were constructed, and gene expression changes were compared with the wild-type. Nine signal peptides expressed in the roots were selected. Then we used the candidate substrates in our reporter assay system to determine the requirements for proteolysis by AtSPP. Fifteen of 22 signal peptides were cleaved by AtSPP. The absence of the positively charged amino acids, His and Lys on the C terminus of the signal sequence, was observed in cleaved substrates. Moreover, mutation of a helix breaker-to-Leu substitution in the intramembrane region in substrates prevented cleavage by AtSPP. These results indicated that substrates of AtSPP required the helix breaker structure to be cleaved.",10.1002/2211-5463.12936,32686366,Not Neotoma,No,SimonGoring,2023-05-11 23:13:56.445930-04:00,No,,
4750,A durum wheat adult plant stripe rust resistance QTL and its relationship with the bread wheat Yr80 locus.,,,,,"Basidiomycota; Chromosome Mapping; Crosses, Genetic; Disease Resistance; Genetic Markers; Plant Diseases; Quantitative Trait Loci; Triticum",TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik,Theor Appl Genet,15,04,2021,"A stripe rust resistance QTL in durum wheat maps near the bread wheat Yr80 locus with the latter reduced to 15 candidate genes. Some wheat adult plant resistance (APR) genes provide partial resistance in the later stages of plant development to rust diseases and are an important component in protecting wheat crops from these fungal pathogens. These genes provide protection in both bread wheat and durum wheat. Here, we have mapped APR to wheat stripe rust, caused by the fungal pathogen Puccinia striiformis f. sp. tritici, in a cross between durum cultivars Stewart and Bansi. Two resistance QTLs derived from the Stewart parent were identified in multi-generational field trials. One QTL is located on chromosome 1BL and maps to the previously identified Yr29/Lr46/Sr58/Pm39 multi-pathogen APR locus. The second locus, located on chromosome 3BL, maps near the recently described bread wheat APR gene, Yr80. Fine mapping in durum and bread wheat families shows that the durum 3BL locus and Yr80 are closely located, with the later APR gene reduced to 15 candidate genes present in the Chinese Spring genome sequence. Distorted segregation of the durum 3BL region was observed with the Stewart locus preferentially transmitted through pollen when compared with the equivalent Bansi region.",10.1007/s00122-020-03654-5,32683473,Not Neotoma,No,SimonGoring,2023-05-11 23:11:19.774826-04:00,No,,
4768,"""In Support of Winge's Theory of """"Hybridization Followed by Chromosome Doubling"""".""",,,,,Hylocereus; allopolyploidization; flow cytometry; genome duplication; interspecific-interploid crosses; true hybrids; unreduced gametes,Frontiers in plant science,Front Plant Sci,28,09,2020,"""Polyploidy-or chromosome doubling-plays a significant role in plant speciation and evolution. Much of the existing evidence indicates that fusion of unreduced (or 2<i>n</i>) gametes is the major pathway responsible for polyploid formation. In the early 1900s, a theory was put forward that the mechanism of """"hybridization followed by chromosome doubling"""" would enable the survival and development of the hybrid zygote by providing each chromosome with a homolog with which to pair. However, to date there is only scant empirical evidence supporting this theory. In our previous study, interspecific-interploid crosses between the tetraploid <i>Hylocereus megalanthus,</i> as the female parent, and the diploid <i>H. undatus,</i> as the male parent, yielded only allopentaploids, allohexaploids, and 5<i>x</i>-and 6<i>x</i>-aneuploids instead of the expected allotriploids. No viable hybrids were obtained from the reciprocal cross. Since <i>H. undatus</i> underwent normal meiosis with regular pairing in the pollen mother cells and only reduced pollen grains were observed, the allohexaploids obtained supported the concept of """"chromosome doubling."""" In this work, we report ploidy level, fruit morphology, and pollen viability and diameter in a group of putative hybrids obtained from an embryo rescue procedure following controlled <i>H. megalanthus</i> &#xd7; <i>H. undatus</i> crosses, with the aim to elucidate, for the first time, the timing and developmental stage of the chromosome doubling. As in our previous report, no triploids were obtained, but tetraploids, pentaploids, hexaploids, and 5<i>x</i>- and 6<i>x</i>-aneuploids were found in the regenerated plants. The tetraploids exhibited the morphological features of the maternal parent and could not be considered true hybrids. Based on our previous studies, we can assume that the pentaploids were a result of a fertilization event between one unreduced (2<i>n</i>) female gamete from the tetraploid <i>H. megalanthus</i> and a normal (<i>n</i>) haploid male gamete from <i>H. undatus</i>. All the allohexaploids obtained from the embryo rescue technique where those that regenerated from fertilized ovules 10 days after pollination (at the pro-embryo stage), showing that the chromosome doubling event occurred at a very early development stage, i.e., at the zygote stage or shortly after zygote formation. These allohexaploids thus constitute empirical evidence of """"hybridization followed by chromosome doubling.""""""",10.3389/fpls.2020.00954,32670340,Not Neotoma,No,SimonGoring,2023-05-15 15:45:29.225744-04:00,No,,
